id,name,uni_id,uni_name,notability,link,image_link,wiki_link,genre,gender
KE6,Kenny Stowton,KE,Killing Eve,59.3,https://openpsychometrics.org/tests/characters/stats/KE/6,https://openpsychometrics.org/tests/characters/test-resources/pics/KE/6.jpg,https://killingeve.fandom.com/wiki/Kenny_Stowton?so=search,"thriller,drama,comedy",m
KE5,Niko Polastri,KE,Killing Eve,22.8,https://openpsychometrics.org/tests/characters/stats/KE/5,https://openpsychometrics.org/tests/characters/test-resources/pics/KE/5.jpg,https://killingeve.fandom.com/wiki/Niko_Polastri?so=search,"thriller,drama,comedy",m
ARC1,Vi,ARC,Arcane,91.1,https://openpsychometrics.org/tests/characters/stats/ARC/1,https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/1.jpg,https://leagueoflegends.fandom.com/wiki/Vi/LoL?so=search,"action,adventure,drama,science fiction",f
ARC6,Silco,ARC,Arcane,85.1,https://openpsychometrics.org/tests/characters/stats/ARC/6,https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/6.jpg,https://leagueoflegends.fandom.com/wiki/Silco?so=search,"action,adventure,drama,science fiction",m
ARC5,Viktor,ARC,Arcane,83.4,https://openpsychometrics.org/tests/characters/stats/ARC/5,https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/5.jpg,https://leagueoflegends.fandom.com/wiki/Viktor?so=search,"action,adventure,drama,science fiction",m
ARC2,Powder,ARC,Arcane,83.2,https://openpsychometrics.org/tests/characters/stats/ARC/2,https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/2.jpg,https://leagueoflegends.fandom.com/wiki/Jinx?so=search,"action,adventure,drama,science fiction",f
ARC9,Vander,ARC,Arcane,82.9,https://openpsychometrics.org/tests/characters/stats/ARC/9,https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/9.jpg,https://leagueoflegends.fandom.com/wiki/Vander?so=search,"action,adventure,drama,science fiction",m
ARC10,Ekko,ARC,Arcane,78.7,https://openpsychometrics.org/tests/characters/stats/ARC/10,https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/10.jpg,https://leagueoflegends.fandom.com/wiki/Ekko?so=search,"action,adventure,drama,science fiction",m
ARC4,Caitlyn Kiramman,ARC,Arcane,77.6,https://openpsychometrics.org/tests/characters/stats/ARC/4,https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/4.jpg,https://leagueoflegends.fandom.com/wiki/Caitlyn?so=search,"action,adventure,drama,science fiction",f
ARC8,Cecil B. Heimerdinger,ARC,Arcane,75.3,https://openpsychometrics.org/tests/characters/stats/ARC/8,https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/8.jpg,https://leagueoflegends.fandom.com/wiki/Heimerdinger?so=search,"action,adventure,drama,science fiction",m
ARC3,Jayce Talis,ARC,Arcane,73.5,https://openpsychometrics.org/tests/characters/stats/ARC/3,https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/3.jpg,https://leagueoflegends.fandom.com/wiki/Jayce?so=search,"action,adventure,drama,science fiction",m
ARC7,Mel Medarda,ARC,Arcane,73.2,https://openpsychometrics.org/tests/characters/stats/ARC/7,https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/7.jpg,https://leagueoflegends.fandom.com/wiki/Mel?so=search,"action,adventure,drama,science fiction",f
PC1,Jack Sparrow,PC,Pirates of the Carribean,89.5,https://openpsychometrics.org/tests/characters/stats/PC/1,https://openpsychometrics.org/tests/characters/test-resources/pics/PC/1.jpg,https://en.wikipedia.org/wiki/Jack_Sparrow,"fantasy,supernatural",m
PC5,Elizabeth Swann,PC,Pirates of the Carribean,79.2,https://openpsychometrics.org/tests/characters/stats/PC/5,https://openpsychometrics.org/tests/characters/test-resources/pics/PC/5.jpg,https://en.wikipedia.org/wiki/Elizabeth_Swann,"fantasy,supernatural",f
PC4,Will Turner,PC,Pirates of the Carribean,76.5,https://openpsychometrics.org/tests/characters/stats/PC/4,https://openpsychometrics.org/tests/characters/test-resources/pics/PC/4.jpg,https://en.wikipedia.org/wiki/Will_Turner,"fantasy,supernatural",m
PC2,Hector Barbossa,PC,Pirates of the Carribean,73.4,https://openpsychometrics.org/tests/characters/stats/PC/2,https://openpsychometrics.org/tests/characters/test-resources/pics/PC/2.jpg,https://en.wikipedia.org/wiki/Hector_Barbossa,"fantasy,supernatural",m
PC3,Joshamee Gibbs,PC,Pirates of the Carribean,60.7,https://openpsychometrics.org/tests/characters/stats/PC/3,https://openpsychometrics.org/tests/characters/test-resources/pics/PC/3.jpg,https://en.wikipedia.org/wiki/Joshamee_Gibbs,"fantasy,supernatural",m
PC6,James Norrington,PC,Pirates of the Carribean,35.2,https://openpsychometrics.org/tests/characters/stats/PC/6,https://openpsychometrics.org/tests/characters/test-resources/pics/PC/6.jpg,https://en.wikipedia.org/wiki/List_of_Pirates_of_the_Caribbean_characters#James_Norrington,"fantasy,supernatural",m
BDC2,Ilana Wexler,BDC,Broad City,83.6,https://openpsychometrics.org/tests/characters/stats/BDC/2,https://openpsychometrics.org/tests/characters/test-resources/pics/BDC/2.jpg,https://broad-city.fandom.com/wiki/Ilana_Wexler,sitcom,f
BDC1,Abbi Abrams,BDC,Broad City,73.1,https://openpsychometrics.org/tests/characters/stats/BDC/1,https://openpsychometrics.org/tests/characters/test-resources/pics/BDC/1.jpg,https://broad-city.fandom.com/wiki/Abbi_Abrams?so=search,sitcom,f
BDC3,Lincoln Rice,BDC,Broad City,63.7,https://openpsychometrics.org/tests/characters/stats/BDC/3,https://openpsychometrics.org/tests/characters/test-resources/pics/BDC/3.jpg,https://broad-city.fandom.com/wiki/Lincoln_Rice?so=search,sitcom,m
DK3,The Joker,DK,The Dark Knight,91.8,https://openpsychometrics.org/tests/characters/stats/DK/3,https://openpsychometrics.org/tests/characters/test-resources/pics/DK/3.jpg,https://en.wikipedia.org/wiki/Joker_(The_Dark_Knight),superhero,m
DK1,Bruce Wayne,DK,The Dark Knight,89.5,https://openpsychometrics.org/tests/characters/stats/DK/1,https://openpsychometrics.org/tests/characters/test-resources/pics/DK/1.jpg,https://en.wikipedia.org/wiki/Bruce_Wayne_(Dark_Knight_trilogy),superhero,m
DK2,Alfred Pennyworth,DK,The Dark Knight,88.5,https://openpsychometrics.org/tests/characters/stats/DK/2,https://openpsychometrics.org/tests/characters/test-resources/pics/DK/2.jpg,https://en.wikipedia.org/wiki/Alfred_Pennyworth,superhero,m
DK7,Lucius Fox,DK,The Dark Knight,84.4,https://openpsychometrics.org/tests/characters/stats/DK/7,https://openpsychometrics.org/tests/characters/test-resources/pics/DK/7.jpg,https://en.wikipedia.org/wiki/Lucius_Fox,superhero,m
DK4,James Gordon,DK,The Dark Knight,83,https://openpsychometrics.org/tests/characters/stats/DK/4,https://openpsychometrics.org/tests/characters/test-resources/pics/DK/4.jpg,https://en.wikipedia.org/wiki/Jim_Gordon_(character),superhero,m
DK5,Harvey Dent,DK,The Dark Knight,80.9,https://openpsychometrics.org/tests/characters/stats/DK/5,https://openpsychometrics.org/tests/characters/test-resources/pics/DK/5.jpg,https://en.wikipedia.org/wiki/Two-Face,superhero,m
DK6,Rachel Dawes,DK,The Dark Knight,54.5,https://openpsychometrics.org/tests/characters/stats/DK/6,https://openpsychometrics.org/tests/characters/test-resources/pics/DK/6.jpg,https://en.wikipedia.org/wiki/Rachel_Dawes,superhero,f
DK8,Anthony Garcia,DK,The Dark Knight,38.1,https://openpsychometrics.org/tests/characters/stats/DK/8,https://openpsychometrics.org/tests/characters/test-resources/pics/DK/8.jpg,https://batman.fandom.com/wiki/Anthony_Garcia,superhero,m
DK10,Sal Maroni,DK,The Dark Knight,38.1,https://openpsychometrics.org/tests/characters/stats/DK/10,https://openpsychometrics.org/tests/characters/test-resources/pics/DK/10.jpg,https://en.wikipedia.org/wiki/Sal_Maroni,superhero,m
DK9,Lau,DK,The Dark Knight,32.4,https://openpsychometrics.org/tests/characters/stats/DK/9,https://openpsychometrics.org/tests/characters/test-resources/pics/DK/9.jpg,https://batman.fandom.com/wiki/Lau,superhero,m
EXP4,Chrisjen Avasarala,EXP,The Expanse,91.9,https://openpsychometrics.org/tests/characters/stats/EXP/4,https://openpsychometrics.org/tests/characters/test-resources/pics/EXP/4.jpg,https://expanse.fandom.com/wiki/Chrisjen_Avasarala_(TV)?so=search,"science fiction,drama",f
EXP6,Bobbie Draper,EXP,The Expanse,85.4,https://openpsychometrics.org/tests/characters/stats/EXP/6,https://openpsychometrics.org/tests/characters/test-resources/pics/EXP/6.jpg,https://expanse.fandom.com/wiki/Bobbie_Draper_(TV)?so=search,"science fiction,drama",f
EXP1,Jim Holden,EXP,The Expanse,84.1,https://openpsychometrics.org/tests/characters/stats/EXP/1,https://openpsychometrics.org/tests/characters/test-resources/pics/EXP/1.jpg,https://expanse.fandom.com/wiki/James_Holden_(TV)?so=search,"science fiction,drama",m
EXP2,Naomi Nagata,EXP,The Expanse,80.2,https://openpsychometrics.org/tests/characters/stats/EXP/2,https://openpsychometrics.org/tests/characters/test-resources/pics/EXP/2.jpg,https://expanse.fandom.com/wiki/Naomi_Nagata_(TV)?so=search,"science fiction,drama",f
EXP3,Amos Burton,EXP,The Expanse,79.1,https://openpsychometrics.org/tests/characters/stats/EXP/3,https://openpsychometrics.org/tests/characters/test-resources/pics/EXP/3.jpg,https://expanse.fandom.com/wiki/Amos_Burton_(TV)?so=search,"science fiction,drama",m
EXP5,Alex Kamal,EXP,The Expanse,70.9,https://openpsychometrics.org/tests/characters/stats/EXP/5,https://openpsychometrics.org/tests/characters/test-resources/pics/EXP/5.jpg,https://expanse.fandom.com/wiki/Alex_Kamal_(TV)?so=search,"science fiction,drama",m
TGW3,Diane Lockhart,TGW,The Good Wife,89.3,https://openpsychometrics.org/tests/characters/stats/TGW/3,https://openpsychometrics.org/tests/characters/test-resources/pics/TGW/3.jpg,https://thegoodwife.fandom.com/wiki/Diane_Lockhart?so=search,drama,f
TGW1,Alicia Florrick,TGW,The Good Wife,88,https://openpsychometrics.org/tests/characters/stats/TGW/1,https://openpsychometrics.org/tests/characters/test-resources/pics/TGW/1.jpg,https://thegoodwife.fandom.com/wiki/Alicia_Florrick?so=search,drama,f
TGW4,Kalinda Sharma,TGW,The Good Wife,82.1,https://openpsychometrics.org/tests/characters/stats/TGW/4,https://openpsychometrics.org/tests/characters/test-resources/pics/TGW/4.jpg,https://thegoodwife.fandom.com/wiki/Kalinda_Sharma?so=search,drama,f
TGW5,Will Gardner,TGW,The Good Wife,79.9,https://openpsychometrics.org/tests/characters/stats/TGW/5,https://openpsychometrics.org/tests/characters/test-resources/pics/TGW/5.jpg,https://thegoodwife.fandom.com/wiki/Will_Gardner?so=search,drama,m
TGW2,Cary Agos,TGW,The Good Wife,64.2,https://openpsychometrics.org/tests/characters/stats/TGW/2,https://openpsychometrics.org/tests/characters/test-resources/pics/TGW/2.jpg,https://thegoodwife.fandom.com/wiki/Cary_Agos?so=search,drama,m
TGW6,Grace Florrick,TGW,The Good Wife,38.2,https://openpsychometrics.org/tests/characters/stats/TGW/6,https://openpsychometrics.org/tests/characters/test-resources/pics/TGW/6.jpg,https://thegoodwife.fandom.com/wiki/Grace_Florrick?so=search,drama,f
WC1,Neal Caffrey,WC,White Collar,96.9,https://openpsychometrics.org/tests/characters/stats/WC/1,https://openpsychometrics.org/tests/characters/test-resources/pics/WC/1.jpg,https://en.wikipedia.org/wiki/Neal_Caffrey,"crime,comedy,drama",m
WC2,Peter Burke,WC,White Collar,86.6,https://openpsychometrics.org/tests/characters/stats/WC/2,https://openpsychometrics.org/tests/characters/test-resources/pics/WC/2.jpg,https://en.wikipedia.org/wiki/List_of_White_Collar_characters#Peter_Burke,"crime,comedy,drama",m
WC4,Elizabeth Burke,WC,White Collar,79.6,https://openpsychometrics.org/tests/characters/stats/WC/4,https://openpsychometrics.org/tests/characters/test-resources/pics/WC/4.jpg,https://en.wikipedia.org/wiki/List_of_White_Collar_characters#Elizabeth_Burke,"crime,comedy,drama",f
WC3,Mozzie,WC,White Collar,70.4,https://openpsychometrics.org/tests/characters/stats/WC/3,https://openpsychometrics.org/tests/characters/test-resources/pics/WC/3.jpg,https://en.wikipedia.org/wiki/List_of_White_Collar_characters#Mozzie,"crime,comedy,drama",m
WC6,Diana Berrigan,WC,White Collar,69.4,https://openpsychometrics.org/tests/characters/stats/WC/6,https://openpsychometrics.org/tests/characters/test-resources/pics/WC/6.jpg,https://en.wikipedia.org/wiki/List_of_White_Collar_characters#Diana_Berrigan,"crime,comedy,drama",f
WC5,Clinton Jones,WC,White Collar,57.8,https://openpsychometrics.org/tests/characters/stats/WC/5,https://openpsychometrics.org/tests/characters/test-resources/pics/WC/5.jpg,https://en.wikipedia.org/wiki/List_of_White_Collar_characters#Clinton_Jones,"crime,comedy,drama",m
SVU1,Olivia Benson,SVU,Law & Order: SVU,92.9,https://openpsychometrics.org/tests/characters/stats/SVU/1,https://openpsychometrics.org/tests/characters/test-resources/pics/SVU/1.jpg,https://en.wikipedia.org/wiki/Olivia_Benson,"crime,drama,thriller,mystery",f
SVU5,Odafin Tutuola,SVU,Law & Order: SVU,82,https://openpsychometrics.org/tests/characters/stats/SVU/5,https://openpsychometrics.org/tests/characters/test-resources/pics/SVU/5.jpg,https://en.wikipedia.org/wiki/Fin_Tutuola,"crime,drama,thriller,mystery",m
SVU4,Elliot Stabler,SVU,Law & Order: SVU,77.9,https://openpsychometrics.org/tests/characters/stats/SVU/4,https://openpsychometrics.org/tests/characters/test-resources/pics/SVU/4.jpg,https://en.wikipedia.org/wiki/Elliot_Stabler,"crime,drama,thriller,mystery",m
SVU6,Melinda Warner,SVU,Law & Order: SVU,74.4,https://openpsychometrics.org/tests/characters/stats/SVU/6,https://openpsychometrics.org/tests/characters/test-resources/pics/SVU/6.jpg,https://lawandorder.fandom.com/wiki/Melinda_Warner,"crime,drama,thriller,mystery",f
SVU3,Donald Cragen,SVU,Law & Order: SVU,72.9,https://openpsychometrics.org/tests/characters/stats/SVU/3,https://openpsychometrics.org/tests/characters/test-resources/pics/SVU/3.jpg,https://en.wikipedia.org/wiki/Donald_Cragen,"crime,drama,thriller,mystery",m
SVU2,John Munch,SVU,Law & Order: SVU,69.7,https://openpsychometrics.org/tests/characters/stats/SVU/2,https://openpsychometrics.org/tests/characters/test-resources/pics/SVU/2.jpg,https://en.wikipedia.org/wiki/John_Munch,"crime,drama,thriller,mystery",m
FR2,Elsa,FR,Frozen,89.3,https://openpsychometrics.org/tests/characters/stats/FR/2,https://openpsychometrics.org/tests/characters/test-resources/pics/FR/2.jpg,https://en.wikipedia.org/wiki/Elsa_(Frozen),"musical,fantasy,animation",f
FR1,Anna,FR,Frozen,80.4,https://openpsychometrics.org/tests/characters/stats/FR/1,https://openpsychometrics.org/tests/characters/test-resources/pics/FR/1.jpg,https://en.wikipedia.org/wiki/Anna_(Frozen),"musical,fantasy,animation",f
FR4,Olaf,FR,Frozen,76.4,https://openpsychometrics.org/tests/characters/stats/FR/4,https://openpsychometrics.org/tests/characters/test-resources/pics/FR/4.jpg,https://en.wikipedia.org/wiki/Olaf_(Frozen),"musical,fantasy,animation",m
FR3,Kristoff,FR,Frozen,71.9,https://openpsychometrics.org/tests/characters/stats/FR/3,https://openpsychometrics.org/tests/characters/test-resources/pics/FR/3.jpg,https://en.wikipedia.org/wiki/Kristoff_(Frozen),"musical,fantasy,animation",m
FR5,Hans,FR,Frozen,33.9,https://openpsychometrics.org/tests/characters/stats/FR/5,https://openpsychometrics.org/tests/characters/test-resources/pics/FR/5.jpg,https://en.wikipedia.org/wiki/Hans_(Frozen),"musical,fantasy,animation",m
SW4,Darth Vader,SW,Star Wars,90,https://openpsychometrics.org/tests/characters/stats/SW/4,https://openpsychometrics.org/tests/characters/test-resources/pics/SW/4.jpg,https://en.wikipedia.org/wiki/Darth_Vader,"science fiction,epic space opera",m
SW2,Princess Leia,SW,Star Wars,88.5,https://openpsychometrics.org/tests/characters/stats/SW/2,https://openpsychometrics.org/tests/characters/test-resources/pics/SW/2.jpg,https://en.wikipedia.org/wiki/Princess_Leia,"science fiction,epic space opera",f
SW5,Obi-Wan Kenobi,SW,Star Wars,88,https://openpsychometrics.org/tests/characters/stats/SW/5,https://openpsychometrics.org/tests/characters/test-resources/pics/SW/5.jpg,https://en.wikipedia.org/wiki/Obi-Wan_Kenobi,"science fiction,epic space opera",m
SW1,Luke Skywalker,SW,Star Wars,85.6,https://openpsychometrics.org/tests/characters/stats/SW/1,https://openpsychometrics.org/tests/characters/test-resources/pics/SW/1.jpg,https://en.wikipedia.org/wiki/Luke_Skywalker,"science fiction,epic space opera",m
SW3,Han Solo,SW,Star Wars,83.5,https://openpsychometrics.org/tests/characters/stats/SW/3,https://openpsychometrics.org/tests/characters/test-resources/pics/SW/3.jpg,https://en.wikipedia.org/wiki/Han_Solo,"science fiction,epic space opera",m
SW6,C-3PO,SW,Star Wars,66,https://openpsychometrics.org/tests/characters/stats/SW/6,https://openpsychometrics.org/tests/characters/test-resources/pics/SW/6.jpg,https://en.wikipedia.org/wiki/C-3PO,"science fiction,epic space opera",o
PKB1,Thomas Shelby,PKB,Peaky Blinders,93,https://openpsychometrics.org/tests/characters/stats/PKB/1,https://openpsychometrics.org/tests/characters/test-resources/pics/PKB/1.jpg,https://en.wikipedia.org/wiki/Tommy_Shelby,drama,m
PKB3,Aunt Polly,PKB,Peaky Blinders,83.8,https://openpsychometrics.org/tests/characters/stats/PKB/3,https://openpsychometrics.org/tests/characters/test-resources/pics/PKB/3.jpg,https://en.wikipedia.org/wiki/List_of_Peaky_Blinders_characters#Polly_Gray,drama,f
PKB2,Arthur Shelby,PKB,Peaky Blinders,76.5,https://openpsychometrics.org/tests/characters/stats/PKB/2,https://openpsychometrics.org/tests/characters/test-resources/pics/PKB/2.jpg,https://en.wikipedia.org/wiki/Arthur_Shelby_Jr.,drama,m
PKB4,Ada Shelby,PKB,Peaky Blinders,58.8,https://openpsychometrics.org/tests/characters/stats/PKB/4,https://openpsychometrics.org/tests/characters/test-resources/pics/PKB/4.jpg,https://en.wikipedia.org/wiki/List_of_Peaky_Blinders_characters#Ada_Thorne,drama,f
PKB6,Michael Gray,PKB,Peaky Blinders,54.1,https://openpsychometrics.org/tests/characters/stats/PKB/6,https://openpsychometrics.org/tests/characters/test-resources/pics/PKB/6.jpg,https://en.wikipedia.org/wiki/List_of_Peaky_Blinders_characters#Michael_Gray,drama,m
PKB5,Charlie Strong,PKB,Peaky Blinders,39.6,https://openpsychometrics.org/tests/characters/stats/PKB/5,https://openpsychometrics.org/tests/characters/test-resources/pics/PKB/5.jpg,https://en.wikipedia.org/wiki/List_of_Peaky_Blinders_characters#Charlie_Strong,drama,m
XF2,Dana Scully,XF,The X-Files,87.7,https://openpsychometrics.org/tests/characters/stats/XF/2,https://openpsychometrics.org/tests/characters/test-resources/pics/XF/2.jpg,https://en.wikipedia.org/wiki/Dana_Scully,"science fiction,supernatural,horror,mystery,thriller",f
XF1,Fox Mulder,XF,The X-Files,84.2,https://openpsychometrics.org/tests/characters/stats/XF/1,https://openpsychometrics.org/tests/characters/test-resources/pics/XF/1.jpg,https://en.wikipedia.org/wiki/Fox_Mulder,"science fiction,supernatural,horror,mystery,thriller",m
XF3,Walter Skinner,XF,The X-Files,62.9,https://openpsychometrics.org/tests/characters/stats/XF/3,https://openpsychometrics.org/tests/characters/test-resources/pics/XF/3.jpg,https://en.wikipedia.org/wiki/Walter_Skinner,"science fiction,supernatural,horror,mystery,thriller",m
ER1,John Carter,ER,ER,90.2,https://openpsychometrics.org/tests/characters/stats/ER/1,https://openpsychometrics.org/tests/characters/test-resources/pics/ER/1.jpg,https://en.wikipedia.org/wiki/John_Carter_(ER),drama,m
ER5,Abby Lockhart,ER,ER,83,https://openpsychometrics.org/tests/characters/stats/ER/5,https://openpsychometrics.org/tests/characters/test-resources/pics/ER/5.jpg,https://en.wikipedia.org/wiki/Abby_Lockhart,drama,f
ER2,Kerry Weaver,ER,ER,80.8,https://openpsychometrics.org/tests/characters/stats/ER/2,https://openpsychometrics.org/tests/characters/test-resources/pics/ER/2.jpg,https://en.wikipedia.org/wiki/Kerry_Weaver,drama,f
ER6,Luka Kovac,ER,ER,67.1,https://openpsychometrics.org/tests/characters/stats/ER/6,https://openpsychometrics.org/tests/characters/test-resources/pics/ER/6.jpg,https://en.wikipedia.org/wiki/Luka_Kova%C4%8D,drama,m
ER3,Chuny Marquez,ER,ER,64.7,https://openpsychometrics.org/tests/characters/stats/ER/3,https://openpsychometrics.org/tests/characters/test-resources/pics/ER/3.jpg,https://er.fandom.com/wiki/Chuny_Marquez,drama,f
ER4,Malik McGrath,ER,ER,50.7,https://openpsychometrics.org/tests/characters/stats/ER/4,https://openpsychometrics.org/tests/characters/test-resources/pics/ER/4.jpg,https://er.fandom.com/wiki/Malik_McGrath,drama,m
TIU1,Jack Pearson,TIU,This Is Us,93.9,https://openpsychometrics.org/tests/characters/stats/TIU/1,https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/1.jpg,https://this-is-us-nbc.fandom.com/wiki/Jack_Pearson?so=search,drama,m
TIU2,Rebecca Pearson,TIU,This Is Us,88,https://openpsychometrics.org/tests/characters/stats/TIU/2,https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/2.jpg,https://this-is-us-nbc.fandom.com/wiki/Rebecca_Pearson?so=search,drama,f
TIU3,Randall Pearson,TIU,This Is Us,86.2,https://openpsychometrics.org/tests/characters/stats/TIU/3,https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/3.jpg,https://this-is-us-nbc.fandom.com/wiki/Randall_Pearson?so=search,drama,m
TIU8,William H. 'Shakespeare' Hill,TIU,This Is Us,81.4,https://openpsychometrics.org/tests/characters/stats/TIU/8,https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/8.jpg,https://this-is-us-nbc.fandom.com/wiki/William_Hill?so=search,drama,m
TIU6,Beth Pearson,TIU,This Is Us,79.5,https://openpsychometrics.org/tests/characters/stats/TIU/6,https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/6.jpg,https://this-is-us-nbc.fandom.com/wiki/Beth_Pearson?so=search,drama,f
TIU4,Kate Pearson,TIU,This Is Us,78.1,https://openpsychometrics.org/tests/characters/stats/TIU/4,https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/4.jpg,https://this-is-us-nbc.fandom.com/wiki/Kate_Pearson?so=search,drama,m
TIU5,Kevin Pearson,TIU,This Is Us,74,https://openpsychometrics.org/tests/characters/stats/TIU/5,https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/5.jpg,https://this-is-us-nbc.fandom.com/wiki/Kevin_Pearson?so=search,drama,m
TIU7,Toby Damon,TIU,This Is Us,71.5,https://openpsychometrics.org/tests/characters/stats/TIU/7,https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/7.jpg,https://this-is-us-nbc.fandom.com/wiki/Toby_Damon?so=search,drama,m
TIU10,Sophie,TIU,This Is Us,52.1,https://openpsychometrics.org/tests/characters/stats/TIU/10,https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/10.jpg,https://this-is-us-nbc.fandom.com/wiki/Sophie_Inman?so=search,drama,f
TIU9,Miguel Rivas,TIU,This Is Us,39.8,https://openpsychometrics.org/tests/characters/stats/TIU/9,https://openpsychometrics.org/tests/characters/test-resources/pics/TIU/9.jpg,https://this-is-us-nbc.fandom.com/wiki/Miguel_Rivas?so=search,drama,m
ONB6,Taystee Jefferson,ONB,Orange is the New Black,86,https://openpsychometrics.org/tests/characters/stats/ONB/6,https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/6.jpg,https://orange-is-the-new-black.fandom.com/wiki/Tasha_Jefferson?so=search,drama,f
ONB4,Red Reznikov,ONB,Orange is the New Black,83.5,https://openpsychometrics.org/tests/characters/stats/ONB/4,https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/4.jpg,https://orange-is-the-new-black.fandom.com/wiki/Galina_Reznikov?so=search,drama,f
ONB7,Nicky Nichols,ONB,Orange is the New Black,79.1,https://openpsychometrics.org/tests/characters/stats/ONB/7,https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/7.jpg,https://orange-is-the-new-black.fandom.com/wiki/Nicky_Nichols?so=search,drama,f
ONB2,Alex Vause,ONB,Orange is the New Black,75.9,https://openpsychometrics.org/tests/characters/stats/ONB/2,https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/2.jpg,https://orange-is-the-new-black.fandom.com/wiki/Alex_Vause?so=search,drama,f
ONB5,Crazy Eyes,ONB,Orange is the New Black,73.4,https://openpsychometrics.org/tests/characters/stats/ONB/5,https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/5.jpg,https://orange-is-the-new-black.fandom.com/wiki/Suzanne_Warren?so=search,drama,f
ONB9,Lorna Morello,ONB,Orange is the New Black,61.7,https://openpsychometrics.org/tests/characters/stats/ONB/9,https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/9.jpg,https://orange-is-the-new-black.fandom.com/wiki/Lorna_Morello_Muccio?so=search,drama,f
ONB8,Pennsatucky Doggett,ONB,Orange is the New Black,59.5,https://openpsychometrics.org/tests/characters/stats/ONB/8,https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/8.jpg,https://orange-is-the-new-black.fandom.com/wiki/Tiffany_Doggett?so=search,drama,f
ONB1,Piper Chapman,ONB,Orange is the New Black,58.4,https://openpsychometrics.org/tests/characters/stats/ONB/1,https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/1.jpg,https://orange-is-the-new-black.fandom.com/wiki/Piper_Chapman?so=search,drama,f
ONB10,Flaca Gonzales,ONB,Orange is the New Black,50.5,https://openpsychometrics.org/tests/characters/stats/ONB/10,https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/10.jpg,https://orange-is-the-new-black.fandom.com/wiki/Marisol_Gonzales?so=search,drama,f
ONB3,Sam Healy,ONB,Orange is the New Black,34.1,https://openpsychometrics.org/tests/characters/stats/ONB/3,https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/3.jpg,https://orange-is-the-new-black.fandom.com/wiki/Sam_Healy?so=search,drama,m
B996,Raymond Holt,B99,Brooklyn Nine-Nine,91.5,https://openpsychometrics.org/tests/characters/stats/B99/6,https://openpsychometrics.org/tests/characters/test-resources/pics/B99/6.jpg,https://en.wikipedia.org/wiki/List_of_Brooklyn_Nine-Nine_characters#Raymond_Holt,"sitcom,crime",m
B992,Rosa Diaz,B99,Brooklyn Nine-Nine,86.4,https://openpsychometrics.org/tests/characters/stats/B99/2,https://openpsychometrics.org/tests/characters/test-resources/pics/B99/2.jpg,https://en.wikipedia.org/wiki/Rosa_Diaz,"sitcom,crime",f
B994,Amy Santiago,B99,Brooklyn Nine-Nine,85.9,https://openpsychometrics.org/tests/characters/stats/B99/4,https://openpsychometrics.org/tests/characters/test-resources/pics/B99/4.jpg,https://en.wikipedia.org/wiki/Amy_Santiago,"sitcom,crime",f
B991,Jake Peralta,B99,Brooklyn Nine-Nine,85.6,https://openpsychometrics.org/tests/characters/stats/B99/1,https://openpsychometrics.org/tests/characters/test-resources/pics/B99/1.jpg,https://en.wikipedia.org/wiki/List_of_Brooklyn_Nine-Nine_characters#Jake_Peralta,"sitcom,crime",m
B993,Terry Jeffords,B99,Brooklyn Nine-Nine,82.7,https://openpsychometrics.org/tests/characters/stats/B99/3,https://openpsychometrics.org/tests/characters/test-resources/pics/B99/3.jpg,https://en.wikipedia.org/wiki/List_of_Brooklyn_Nine-Nine_characters#Terry_Jeffords,"sitcom,crime",m
